Total CGPA,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour?,Management or Technical,worked in teams ever?,Introvert
7.633333333333333,5,2,3,6,no,no,information security,poor,poor,parallel computing,security,job,Sales and Marketing,no,Poetry,Work,gentle,Technical,yes,no
8.155555555555555,5,3,8,1,yes,yes,r programming,excellent,medium,hacking,cloud computing,higherstudies,Cloud Services,yes,Guide,salary,stubborn,Technical,yes,no
8.222222222222223,3,6,2,5,no,yes,r programming,poor,poor,programming,security,job,Testing and Maintainance Services,no,Childrens,salary,stubborn,Technical,yes,yes
7.944444444444445,5,2,5,7,yes,yes,information security,poor,medium,parallel computing,security,higherstudies,product development,no,Autobiographies,salary,gentle,Management,yes,yes
7.622222222222223,5,1,7,4,yes,no,full stack,excellent,medium,networks,system developer,job,Web Services,no,Anthology,Work,gentle,Management,no,yes
7.677777777777777,7,3,7,3,no,no,shell programming,poor,medium,data engineering,security,job,Web Services,yes,Science fiction,salary,gentle,Technical,yes,yes
7.677777777777777,6,6,3,1,no,yes,python,medium,poor,Computer Architecture,cloud computing,job,Web Services,no,Health,salary,gentle,Technical,no,no
8.077777777777778,1,2,1,4,no,yes,full stack,poor,medium,Computer Architecture,developer,job,Sales and Marketing,yes,Satire,salary,gentle,Technical,yes,yes
8.188888888888888,7,4,6,8,no,yes,full stack,poor,excellent,data engineering,testing,higherstudies,Service Based,no,Art,salary,gentle,Management,yes,yes
7.777777777777777,6,2,6,3,no,no,app development,excellent,poor,data engineering,cloud computing,job,SAaS services,yes,Religion-Spirituality,salary,gentle,Management,no,yes
8.211111111111112,4,1,2,3,yes,no,full stack,poor,medium,data engineering,testing,higherstudies,Product based,no,Guide,salary,stubborn,Technical,no,no
7.366666666666667,4,0,6,1,yes,no,app development,poor,poor,networks,Business process analyst,job,Finance,yes,Self help,salary,stubborn,Technical,yes,no
7.666666666666667,9,0,3,9,no,no,app development,excellent,excellent,networks,testing,higherstudies,Cloud Services,yes,Diaries,salary,stubborn,Technical,yes,yes
7.5,2,5,2,5,yes,no,full stack,poor,medium,networks,testing,higherstudies,Testing and Maintainance Services,no,Cookbooks,Work,stubborn,Technical,no,yes
8.177777777777777,7,3,9,6,no,no,python,medium,excellent,Computer Architecture,cloud computing,higherstudies,Product based,no,Satire,salary,stubborn,Management,no,no
7.7444444444444445,5,5,3,3,no,yes,r programming,poor,medium,parallel computing,cloud computing,higherstudies,Testing and Maintainance Services,yes,Autobiographies,Work,stubborn,Management,yes,no
7.522222222222223,6,5,6,5,yes,no,distro making,poor,excellent,Computer Architecture,Business process analyst,higherstudies,Product based,yes,Guide,salary,stubborn,Technical,yes,no
7.822222222222223,7,4,9,8,yes,no,app development,excellent,medium,parallel computing,security,higherstudies,Finance,no,Cookbooks,Work,stubborn,Technical,no,yes
8.022222222222222,2,5,6,3,yes,yes,app development,poor,excellent,IOT,Business process analyst,job,Sales and Marketing,yes,Art,salary,stubborn,Technical,no,yes
7.6,2,5,1,6,yes,no,shell programming,poor,medium,networks,testing,higherstudies,Web Services,yes,Travel,salary,stubborn,Technical,no,no
7.988888888888889,5,4,3,8,yes,yes,r programming,poor,excellent,parallel computing,cloud computing,higherstudies,Finance,yes,Diaries,Work,gentle,Management,yes,no
7.622222222222223,3,1,4,8,no,yes,shell programming,excellent,poor,networks,system developer,higherstudies,Cloud Services,yes,Fantasy,salary,stubborn,Management,no,no
7.822222222222223,7,2,7,7,no,yes,python,poor,excellent,data engineering,developer,higherstudies,Sales and Marketing,no,Diaries,Work,gentle,Management,yes,no
7.622222222222223,7,6,2,1,yes,no,machine learning,excellent,poor,Software Engineering,security,job,Finance,yes,Health,Work,stubborn,Technical,yes,no
7.0,4,0,3,2,yes,no,information security,excellent,medium,hacking,cloud computing,higherstudies,product development,yes,Series,salary,gentle,Technical,yes,yes
7.9222222222222225,6,3,8,6,yes,yes,information security,excellent,poor,networks,Business process analyst,job,Cloud Services,yes,Trilogy,Work,stubborn,Technical,no,no
7.455555555555556,7,5,5,5,no,no,python,poor,medium,parallel computing,developer,job,Cloud Services,yes,Prayer books,Work,gentle,Management,no,no
7.7333333333333325,7,0,7,3,yes,yes,python,excellent,excellent,programming,system developer,higherstudies,product development,no,Action and Adventure,salary,gentle,Technical,no,yes
7.4,8,1,4,4,yes,no,python,medium,medium,IOT,testing,job,Web Services,yes,Science,Work,stubborn,Technical,yes,no
7.477777777777777,2,6,7,2,no,yes,machine learning,medium,poor,hacking,cloud computing,higherstudies,Product based,yes,Childrens,salary,stubborn,Management,no,no
7.822222222222223,3,1,6,7,no,yes,full stack,excellent,excellent,networks,system developer,higherstudies,Product based,yes,Dictionaries,salary,gentle,Technical,no,no
7.611111111111112,8,6,6,6,yes,no,app development,medium,excellent,Management,system developer,higherstudies,Cloud Services,no,Drama,salary,gentle,Management,yes,yes
7.533333333333333,5,0,9,6,yes,no,distro making,poor,excellent,hacking,security,higherstudies,BPA,no,Romance,salary,gentle,Management,yes,yes
7.966666666666667,8,2,9,1,no,yes,information security,poor,poor,Management,security,job,Finance,yes,Health,Work,stubborn,Technical,yes,yes
7.4222222222222225,8,5,5,9,yes,no,shell programming,medium,poor,Software Engineering,developer,higherstudies,Finance,yes,Science fiction,salary,gentle,Management,yes,yes
7.811111111111112,6,6,6,9,yes,no,python,poor,poor,hacking,security,job,Product based,yes,Comics,Work,gentle,Management,no,no
7.5777777777777775,5,2,2,8,no,no,hadoop,medium,poor,cloud computing,testing,job,Finance,no,Biographies,Work,gentle,Technical,yes,yes
7.844444444444444,9,5,7,3,yes,yes,full stack,medium,medium,Management,cloud computing,higherstudies,SAaS services,no,Prayer books,salary,gentle,Technical,yes,yes
7.566666666666667,2,1,2,2,yes,no,shell programming,poor,poor,hacking,Business process analyst,job,Finance,no,Cookbooks,salary,gentle,Technical,no,yes
7.7666666666666675,8,4,6,8,no,yes,machine learning,poor,excellent,Computer Architecture,Business process analyst,higherstudies,product development,yes,Cookbooks,salary,stubborn,Management,no,no
7.5777777777777775,1,2,4,9,no,no,app development,medium,poor,hacking,cloud computing,job,BPA,no,History,salary,stubborn,Management,no,yes
7.677777777777777,6,4,4,7,no,no,full stack,poor,medium,IOT,Business process analyst,higherstudies,Web Services,yes,Trilogy,salary,gentle,Management,no,yes
7.722222222222223,4,4,6,1,no,no,python,medium,medium,Management,developer,job,Sales and Marketing,yes,Diaries,Work,stubborn,Technical,yes,no
8.144444444444444,2,3,6,9,no,no,distro making,poor,medium,data engineering,system developer,higherstudies,Product based,no,Journals,salary,stubborn,Management,yes,yes
7.777777777777777,2,5,6,5,yes,yes,shell programming,poor,excellent,Management,cloud computing,higherstudies,BPA,no,Anthology,Work,stubborn,Management,yes,no
8.044444444444444,6,0,9,8,yes,yes,app development,medium,poor,Software Engineering,developer,higherstudies,Service Based,yes,Biographies,salary,gentle,Technical,no,no
7.711111111111111,6,3,2,4,yes,yes,python,excellent,excellent,Computer Architecture,cloud computing,higherstudies,SAaS services,no,Action and Adventure,salary,stubborn,Technical,no,no
7.188888888888888,1,1,6,9,yes,no,python,poor,excellent,programming,developer,higherstudies,BPA,no,Self help,Work,gentle,Technical,yes,yes
7.977777777777777,1,1,7,4,yes,no,machine learning,medium,medium,Computer Architecture,system developer,job,Cloud Services,no,History,Work,stubborn,Management,no,yes
8.122222222222224,5,5,4,6,yes,yes,information security,excellent,medium,Computer Architecture,Business process analyst,higherstudies,product development,yes,Art,Work,stubborn,Technical,yes,no
7.866666666666667,2,1,7,6,no,yes,machine learning,medium,medium,hacking,cloud computing,higherstudies,BPA,yes,Romance,Work,stubborn,Technical,yes,yes
7.177777777777777,5,1,8,7,yes,no,machine learning,poor,poor,Computer Architecture,cloud computing,higherstudies,Cloud Services,no,Science,Work,stubborn,Management,no,no
7.7333333333333325,6,0,7,2,no,yes,python,medium,excellent,data engineering,security,job,Product based,no,Action and Adventure,Work,stubborn,Management,yes,yes
7.211111111111111,9,4,7,3,no,yes,distro making,excellent,medium,Management,testing,job,Product based,no,Math,Work,stubborn,Management,yes,yes
7.111111111111112,2,0,2,1,no,yes,python,medium,excellent,IOT,Business process analyst,higherstudies,Sales and Marketing,no,Health,Work,stubborn,Technical,yes,yes
7.344444444444444,5,2,5,8,yes,yes,information security,excellent,medium,networks,Business process analyst,higherstudies,BPA,yes,Anthology,Work,stubborn,Management,yes,no
7.788888888888889,6,3,4,2,no,no,full stack,medium,poor,programming,security,higherstudies,Sales and Marketing,yes,Anthology,salary,stubborn,Management,yes,no
7.611111111111112,8,4,3,6,no,no,app development,excellent,excellent,cloud computing,cloud computing,higherstudies,Cloud Services,no,Journals,Work,stubborn,Technical,yes,no
7.4222222222222225,4,4,5,2,no,no,python,excellent,medium,data engineering,security,job,Testing and Maintainance Services,yes,Comics,salary,gentle,Technical,no,no
6.9222222222222225,3,6,6,9,no,no,python,excellent,poor,cloud computing,system developer,job,BPA,no,Autobiographies,salary,stubborn,Technical,yes,yes
7.488888888888889,8,1,9,7,no,no,python,medium,poor,cloud computing,cloud computing,higherstudies,Finance,yes,Cookbooks,salary,stubborn,Technical,no,yes
7.2666666666666675,6,2,4,2,yes,yes,hadoop,medium,poor,Software Engineering,security,job,Web Services,no,Dictionaries,salary,stubborn,Management,no,no
7.433333333333333,5,5,8,2,yes,no,shell programming,medium,medium,programming,cloud computing,higherstudies,Sales and Marketing,no,Science,Work,stubborn,Technical,yes,yes
7.466666666666667,3,0,7,8,yes,no,hadoop,medium,excellent,IOT,developer,job,Product based,no,Fantasy,Work,gentle,Management,no,no
7.977777777777777,2,2,7,5,yes,yes,hadoop,medium,excellent,Computer Architecture,testing,job,Cloud Services,no,Action and Adventure,salary,stubborn,Management,no,yes
7.355555555555556,3,5,8,3,yes,no,hadoop,excellent,poor,hacking,testing,higherstudies,BPA,yes,Satire,salary,stubborn,Management,yes,no
7.788888888888889,2,2,4,8,no,no,python,poor,excellent,cloud computing,testing,job,Sales and Marketing,no,Anthology,salary,gentle,Technical,no,yes
7.822222222222223,4,5,6,9,no,no,r programming,poor,poor,networks,cloud computing,job,BPA,yes,Guide,Work,stubborn,Technical,no,no
7.433333333333333,3,6,5,6,no,no,r programming,poor,medium,networks,security,higherstudies,Service Based,yes,Horror,Work,gentle,Technical,yes,yes
7.8,8,6,9,4,yes,no,python,excellent,poor,Management,testing,job,BPA,no,Science fiction,salary,stubborn,Technical,no,no
7.144444444444444,7,2,6,8,yes,yes,full stack,poor,excellent,hacking,security,higherstudies,Service Based,yes,Cookbooks,salary,stubborn,Technical,no,yes
7.411111111111111,2,3,5,4,yes,no,shell programming,medium,excellent,IOT,Business process analyst,higherstudies,Web Services,yes,Art,Work,stubborn,Technical,yes,yes
7.355555555555556,6,2,6,6,no,no,python,excellent,excellent,Computer Architecture,cloud computing,job,Service Based,yes,Horror,Work,stubborn,Technical,no,no
8.022222222222222,6,4,6,4,no,yes,python,medium,excellent,parallel computing,Business process analyst,job,BPA,no,Travel,Work,stubborn,Technical,yes,yes
8.277777777777777,6,1,2,1,no,yes,app development,poor,poor,parallel computing,system developer,job,product development,yes,Encyclopedias,salary,stubborn,Technical,no,no
7.888888888888888,6,2,6,8,no,no,full stack,medium,medium,parallel computing,system developer,higherstudies,Cloud Services,yes,Action and Adventure,Work,stubborn,Management,no,yes
7.5,3,5,6,7,no,yes,hadoop,medium,poor,Software Engineering,system developer,higherstudies,product development,yes,Horror,Work,gentle,Technical,yes,no
7.7333333333333325,4,4,1,4,yes,yes,full stack,poor,medium,data engineering,security,higherstudies,Product based,no,Journals,Work,gentle,Technical,yes,no
7.711111111111111,6,1,1,8,no,no,information security,medium,poor,IOT,system developer,job,SAaS services,yes,Drama,salary,stubborn,Technical,yes,yes
7.622222222222223,2,0,1,8,no,no,information security,medium,poor,cloud computing,system developer,job,Finance,no,Health,salary,gentle,Management,no,yes
6.788888888888889,5,5,4,9,yes,no,information security,poor,poor,parallel computing,testing,job,Service Based,no,Satire,Work,stubborn,Technical,no,no
7.411111111111111,4,5,1,6,no,no,distro making,excellent,medium,data engineering,developer,job,product development,no,Journals,salary,stubborn,Technical,no,yes
7.7444444444444445,7,3,5,2,no,no,python,excellent,poor,hacking,Business process analyst,job,Testing and Maintainance Services,yes,Health,salary,stubborn,Technical,no,no
7.344444444444444,5,2,7,6,no,no,machine learning,poor,poor,hacking,developer,higherstudies,product development,no,Math,Work,gentle,Management,yes,yes
7.822222222222223,1,3,2,9,yes,no,distro making,medium,excellent,Computer Architecture,testing,job,Testing and Maintainance Services,yes,Guide,salary,gentle,Management,no,no
7.722222222222223,4,0,1,1,yes,no,app development,medium,excellent,data engineering,Business process analyst,job,Sales and Marketing,no,Biographies,Work,stubborn,Technical,yes,no
7.7555555555555555,7,3,5,1,yes,no,r programming,excellent,excellent,cloud computing,Business process analyst,higherstudies,Service Based,yes,Science fiction,salary,stubborn,Management,no,no
8.255555555555556,1,5,8,1,no,yes,python,medium,medium,programming,cloud computing,job,Web Services,yes,Mystery,salary,stubborn,Management,yes,yes
7.188888888888888,3,4,8,4,no,yes,information security,poor,poor,networks,testing,higherstudies,BPA,no,Childrens,salary,gentle,Technical,no,no
7.044444444444444,4,1,9,3,no,yes,information security,medium,poor,hacking,cloud computing,higherstudies,Testing and Maintainance Services,no,Poetry,Work,stubborn,Technical,no,yes
7.933333333333333,9,5,5,7,yes,yes,app development,excellent,medium,Management,Business process analyst,higherstudies,Finance,no,Satire,Work,gentle,Management,yes,no
7.344444444444444,6,3,2,7,yes,yes,full stack,excellent,poor,IOT,testing,job,product development,no,Comics,salary,stubborn,Management,no,yes
7.677777777777777,5,1,8,2,yes,yes,full stack,poor,medium,hacking,cloud computing,job,Finance,no,Fantasy,salary,stubborn,Management,yes,yes
7.088888888888889,8,5,7,2,yes,no,python,poor,excellent,Management,system developer,job,Finance,no,Health,salary,stubborn,Technical,yes,yes
7.044444444444444,5,6,7,8,no,yes,distro making,medium,medium,hacking,system developer,higherstudies,SAaS services,yes,Action and Adventure,salary,gentle,Technical,no,yes
7.3,9,0,6,2,yes,yes,python,medium,poor,networks,cloud computing,higherstudies,Web Services,yes,Science,salary,stubborn,Technical,no,yes
7.522222222222223,5,1,1,9,yes,yes,python,medium,excellent,cloud computing,cloud computing,higherstudies,Sales and Marketing,no,Art,Work,stubborn,Technical,no,yes
8.055555555555555,4,5,2,1,yes,yes,full stack,medium,poor,Software Engineering,system developer,higherstudies,Cloud Services,yes,Dictionaries,Work,stubborn,Technical,yes,no
7.522222222222223,5,6,7,5,yes,yes,r programming,poor,medium,parallel computing,cloud computing,job,Cloud Services,yes,Religion-Spirituality,Work,gentle,Technical,yes,yes
7.522222222222223,5,3,2,5,no,yes,shell programming,poor,medium,hacking,developer,higherstudies,Finance,no,Romance,salary,stubborn,Technical,yes,yes
7.2666666666666675,4,6,8,6,yes,no,r programming,excellent,excellent,hacking,system developer,higherstudies,Finance,yes,Dictionaries,Work,stubborn,Management,yes,no
7.522222222222223,7,1,4,2,no,yes,hadoop,medium,excellent,hacking,system developer,job,Cloud Services,yes,Series,salary,stubborn,Technical,yes,yes
8.211111111111112,3,1,4,6,yes,yes,machine learning,poor,medium,cloud computing,Business process analyst,job,SAaS services,no,Diaries,salary,gentle,Technical,no,yes
8.066666666666666,6,5,7,3,no,yes,shell programming,excellent,excellent,IOT,cloud computing,higherstudies,BPA,no,Cookbooks,Work,gentle,Management,no,no
7.955555555555556,3,1,1,4,no,no,app development,poor,poor,cloud computing,system developer,higherstudies,Service Based,no,Romance,salary,stubborn,Management,no,yes
7.588888888888889,5,5,6,1,yes,no,information security,excellent,excellent,IOT,Business process analyst,higherstudies,SAaS services,yes,Childrens,Work,stubborn,Technical,no,no
8.022222222222222,1,0,7,1,yes,yes,information security,poor,excellent,programming,Business process analyst,job,Sales and Marketing,no,Science fiction,salary,gentle,Technical,yes,no
7.833333333333333,9,1,3,7,no,no,r programming,medium,poor,Management,system developer,job,Testing and Maintainance Services,yes,Action and Adventure,salary,gentle,Technical,yes,no
8.255555555555556,6,6,6,9,no,no,shell programming,medium,excellent,Software Engineering,security,job,Finance,yes,Prayer books,Work,gentle,Technical,no,yes
7.777777777777777,1,4,5,6,yes,yes,information security,medium,medium,Management,developer,higherstudies,Product based,no,Guide,salary,gentle,Management,no,no
7.977777777777777,4,4,4,5,yes,yes,information security,medium,poor,Software Engineering,Business process analyst,job,Testing and Maintainance Services,yes,Drama,Work,gentle,Technical,yes,no
8.344444444444445,5,4,9,2,no,no,full stack,excellent,excellent,programming,developer,job,Finance,no,Mystery,salary,gentle,Management,yes,no
7.955555555555556,2,1,3,1,yes,yes,app development,medium,excellent,hacking,system developer,job,SAaS services,yes,Anthology,salary,gentle,Technical,no,no
7.533333333333333,4,4,7,9,no,no,r programming,medium,excellent,networks,developer,job,SAaS services,no,Childrens,Work,gentle,Technical,yes,no
7.4,5,3,7,2,yes,yes,distro making,excellent,excellent,cloud computing,testing,higherstudies,Service Based,yes,Horror,salary,stubborn,Technical,yes,yes
7.988888888888889,8,2,7,1,yes,no,python,medium,poor,data engineering,system developer,job,SAaS services,yes,Childrens,Work,stubborn,Technical,yes,yes
8.044444444444444,4,5,2,7,yes,yes,python,excellent,medium,networks,testing,job,Web Services,no,Religion-Spirituality,Work,gentle,Management,no,yes
7.8,5,1,7,9,no,yes,information security,excellent,medium,data engineering,cloud computing,higherstudies,Sales and Marketing,no,Autobiographies,salary,gentle,Management,yes,no
7.7666666666666675,1,1,5,7,yes,yes,machine learning,excellent,poor,parallel computing,cloud computing,higherstudies,product development,yes,Poetry,Work,stubborn,Management,yes,no
8.066666666666666,6,0,5,2,no,yes,information security,poor,excellent,Computer Architecture,system developer,job,SAaS services,no,Guide,salary,gentle,Management,yes,yes
7.966666666666667,7,2,6,3,no,no,full stack,excellent,excellent,Software Engineering,developer,job,product development,no,Horror,Work,gentle,Management,no,yes
7.5,9,3,7,2,yes,yes,hadoop,medium,poor,hacking,system developer,job,Finance,no,History,Work,stubborn,Technical,no,yes
7.7666666666666675,3,4,9,4,yes,no,machine learning,poor,excellent,hacking,cloud computing,higherstudies,Service Based,no,Encyclopedias,Work,gentle,Management,no,no
7.466666666666667,4,5,3,7,no,no,shell programming,poor,excellent,Software Engineering,Business process analyst,higherstudies,Web Services,no,Health,Work,gentle,Management,no,yes
8.033333333333333,5,6,8,5,no,no,app development,medium,excellent,parallel computing,testing,job,Testing and Maintainance Services,yes,Mystery,salary,stubborn,Technical,yes,no
7.533333333333333,3,1,7,7,yes,no,information security,excellent,poor,parallel computing,system developer,job,product development,yes,Fantasy,Work,stubborn,Management,yes,no
7.655555555555556,6,4,1,3,yes,yes,python,poor,medium,Software Engineering,developer,higherstudies,Web Services,yes,Childrens,Work,gentle,Management,yes,yes
7.9,3,1,9,8,yes,no,hadoop,poor,medium,data engineering,system developer,job,BPA,no,Science fiction,salary,stubborn,Technical,yes,yes
7.5,1,4,2,2,no,yes,r programming,medium,excellent,Software Engineering,developer,higherstudies,Service Based,yes,Science fiction,salary,gentle,Management,no,no
7.8,7,2,3,2,yes,yes,app development,medium,poor,Software Engineering,cloud computing,higherstudies,SAaS services,no,Prayer books,Work,gentle,Technical,yes,no
7.566666666666667,5,0,1,3,no,no,machine learning,poor,medium,Software Engineering,testing,job,SAaS services,no,Guide,salary,gentle,Technical,yes,no
7.344444444444444,1,5,4,2,no,yes,shell programming,medium,poor,data engineering,developer,job,Testing and Maintainance Services,yes,Fantasy,Work,gentle,Management,yes,yes
7.311111111111112,5,2,1,6,yes,no,r programming,excellent,medium,hacking,cloud computing,job,Testing and Maintainance Services,no,Health,salary,stubborn,Management,no,yes
7.533333333333333,7,4,7,4,yes,yes,app development,excellent,poor,hacking,testing,higherstudies,Service Based,yes,Self help,Work,gentle,Management,no,no
7.3,4,4,8,8,yes,yes,app development,medium,medium,parallel computing,testing,job,product development,yes,Drama,salary,stubborn,Management,yes,no
8.022222222222222,5,5,9,8,yes,no,full stack,poor,medium,hacking,cloud computing,higherstudies,Finance,yes,Comics,salary,stubborn,Management,yes,yes
7.2555555555555555,1,6,5,2,yes,yes,app development,poor,excellent,Computer Architecture,security,higherstudies,SAaS services,no,Autobiographies,salary,gentle,Management,yes,no
8.433333333333334,1,6,1,5,yes,no,hadoop,excellent,excellent,cloud computing,developer,higherstudies,BPA,no,Poetry,Work,gentle,Management,yes,no
8.044444444444444,9,1,3,9,yes,no,machine learning,poor,medium,networks,developer,higherstudies,SAaS services,no,Science,Work,gentle,Management,no,no
7.966666666666667,6,4,9,7,yes,no,hadoop,excellent,excellent,Computer Architecture,testing,job,BPA,yes,Art,Work,gentle,Technical,no,no
7.777777777777777,3,2,5,1,no,no,machine learning,medium,poor,data engineering,system developer,job,Testing and Maintainance Services,no,Horror,salary,gentle,Management,yes,no
8.066666666666666,8,5,7,1,no,yes,machine learning,poor,medium,IOT,cloud computing,job,Web Services,no,Poetry,Work,gentle,Management,yes,no
7.433333333333333,9,2,7,7,yes,yes,r programming,medium,medium,hacking,cloud computing,higherstudies,Product based,yes,Guide,salary,gentle,Technical,no,yes
7.844444444444444,9,0,9,3,yes,yes,app development,medium,excellent,programming,Business process analyst,job,Service Based,no,Horror,salary,gentle,Technical,yes,no
7.277777777777777,4,4,4,4,yes,no,hadoop,excellent,poor,Software Engineering,developer,higherstudies,BPA,no,Self help,Work,gentle,Technical,no,yes
7.633333333333333,5,0,2,6,yes,no,r programming,excellent,poor,parallel computing,system developer,higherstudies,product development,no,Autobiographies,salary,stubborn,Technical,no,no
7.5,9,1,2,7,yes,no,shell programming,poor,medium,cloud computing,testing,job,Web Services,yes,Cookbooks,Work,stubborn,Technical,no,yes
7.544444444444444,2,3,5,4,yes,no,information security,medium,excellent,cloud computing,cloud computing,higherstudies,Service Based,no,Travel,salary,gentle,Management,yes,no
7.711111111111111,7,0,4,6,yes,no,hadoop,excellent,medium,Computer Architecture,security,job,SAaS services,yes,Health,salary,stubborn,Technical,no,no
7.4,2,1,5,1,no,yes,python,poor,poor,Computer Architecture,Business process analyst,higherstudies,product development,yes,Science fiction,salary,gentle,Management,yes,no
8.411111111111111,3,6,2,6,yes,no,distro making,excellent,medium,Computer Architecture,cloud computing,job,Product based,yes,Cookbooks,salary,gentle,Management,yes,no
7.544444444444444,2,0,4,2,no,no,app development,medium,poor,IOT,Business process analyst,job,Web Services,yes,Prayer books,salary,gentle,Management,no,yes
7.888888888888888,3,4,4,1,no,yes,r programming,poor,medium,parallel computing,testing,higherstudies,Service Based,no,Dictionaries,Work,stubborn,Technical,yes,no
7.466666666666667,3,3,2,2,yes,no,full stack,medium,poor,programming,testing,job,Product based,yes,History,Work,gentle,Management,yes,no
8.188888888888888,3,6,1,3,no,yes,machine learning,excellent,poor,programming,security,higherstudies,Web Services,no,Self help,Work,stubborn,Management,yes,no
7.722222222222223,4,3,3,9,yes,no,shell programming,poor,excellent,Computer Architecture,developer,job,Cloud Services,yes,Romance,salary,gentle,Management,yes,no
7.222222222222223,5,6,9,2,yes,no,information security,poor,poor,networks,developer,higherstudies,SAaS services,yes,Encyclopedias,salary,stubborn,Management,no,no
7.2,6,3,5,1,yes,no,full stack,medium,poor,cloud computing,Business process analyst,job,Finance,no,Guide,Work,gentle,Management,yes,yes
7.555555555555555,5,3,1,5,no,yes,machine learning,medium,medium,parallel computing,security,higherstudies,SAaS services,no,Comics,salary,stubborn,Management,no,no
7.5,3,3,1,3,no,no,app development,poor,poor,hacking,developer,higherstudies,Cloud Services,no,Mystery,Work,stubborn,Technical,yes,no
6.988888888888889,1,3,5,7,yes,yes,information security,excellent,excellent,Management,cloud computing,higherstudies,Product based,no,Guide,salary,gentle,Technical,no,yes
7.133333333333333,1,4,3,4,yes,yes,distro making,excellent,medium,Software Engineering,cloud computing,job,SAaS services,no,Series,Work,stubborn,Technical,yes,yes
7.355555555555556,1,2,4,9,no,no,machine learning,medium,excellent,Software Engineering,cloud computing,higherstudies,Testing and Maintainance Services,no,Horror,salary,gentle,Technical,no,no
8.1,6,4,1,4,no,no,app development,medium,poor,Management,Business process analyst,higherstudies,BPA,no,Biographies,Work,gentle,Technical,yes,yes
7.433333333333333,8,6,1,6,no,yes,machine learning,medium,poor,programming,security,job,product development,no,Science,Work,stubborn,Technical,yes,yes
7.7666666666666675,2,3,5,1,no,yes,app development,medium,medium,Software Engineering,system developer,job,Testing and Maintainance Services,yes,Action and Adventure,salary,stubborn,Technical,no,no
7.277777777777777,3,5,6,6,yes,yes,shell programming,excellent,excellent,Software Engineering,cloud computing,job,Sales and Marketing,yes,Satire,Work,stubborn,Management,yes,no
7.588888888888889,7,6,4,5,yes,no,r programming,poor,excellent,IOT,system developer,higherstudies,Web Services,yes,Math,Work,gentle,Technical,no,no
7.488888888888889,4,6,6,1,no,yes,app development,excellent,poor,Computer Architecture,testing,job,Product based,yes,Health,salary,stubborn,Technical,yes,no
7.833333333333333,9,0,9,7,yes,yes,shell programming,medium,medium,Management,system developer,higherstudies,SAaS services,no,Anthology,salary,gentle,Management,no,yes
7.944444444444445,9,2,7,9,yes,no,app development,medium,excellent,programming,developer,job,Cloud Services,no,Self help,salary,gentle,Management,yes,no
7.033333333333333,5,0,8,5,no,yes,hadoop,medium,poor,data engineering,security,job,Sales and Marketing,no,Fantasy,salary,gentle,Management,yes,no
7.511111111111111,4,5,2,1,yes,no,full stack,poor,excellent,programming,security,higherstudies,BPA,yes,Biographies,salary,gentle,Management,no,yes
7.388888888888888,7,1,2,5,no,yes,hadoop,excellent,poor,Computer Architecture,developer,job,Testing and Maintainance Services,yes,Series,salary,gentle,Management,yes,no
7.644444444444444,2,5,5,1,no,yes,distro making,excellent,poor,programming,security,higherstudies,Product based,yes,Religion-Spirituality,Work,stubborn,Technical,no,yes
7.644444444444444,9,6,5,9,no,yes,full stack,medium,medium,programming,security,higherstudies,BPA,yes,Guide,salary,gentle,Technical,no,no
7.288888888888889,6,4,9,5,yes,no,information security,medium,poor,Management,cloud computing,job,Service Based,no,Fantasy,salary,gentle,Management,yes,yes
7.622222222222223,8,4,2,4,yes,no,full stack,medium,medium,parallel computing,cloud computing,higherstudies,Sales and Marketing,yes,Self help,salary,gentle,Technical,yes,yes
7.644444444444444,2,6,2,6,yes,yes,information security,excellent,excellent,parallel computing,testing,job,SAaS services,yes,Encyclopedias,salary,stubborn,Management,no,yes
6.933333333333333,1,0,6,2,no,yes,machine learning,excellent,medium,hacking,testing,higherstudies,Web Services,no,Horror,Work,stubborn,Management,no,yes
8.311111111111112,6,3,3,7,no,yes,python,medium,medium,parallel computing,cloud computing,job,Testing and Maintainance Services,yes,Science,Work,stubborn,Technical,yes,no
7.877777777777777,8,6,4,8,yes,yes,full stack,excellent,poor,Management,cloud computing,job,Web Services,no,Horror,Work,gentle,Technical,yes,yes
7.977777777777777,4,3,8,4,yes,no,python,poor,poor,data engineering,cloud computing,higherstudies,BPA,yes,Biographies,Work,stubborn,Technical,no,no
7.5,8,1,1,5,yes,yes,r programming,excellent,poor,cloud computing,system developer,higherstudies,Testing and Maintainance Services,yes,Prayer books,salary,stubborn,Technical,yes,yes
7.444444444444445,3,0,6,3,yes,no,r programming,poor,excellent,networks,Business process analyst,higherstudies,Product based,no,Science,Work,stubborn,Management,yes,yes
7.877777777777777,8,1,6,5,no,no,r programming,excellent,medium,Management,developer,higherstudies,SAaS services,yes,Science,Work,gentle,Management,yes,yes
7.188888888888888,6,6,1,8,no,no,distro making,poor,medium,IOT,security,higherstudies,Sales and Marketing,no,Autobiographies,Work,stubborn,Management,yes,no
